1.00000,2.00000,0.56732,28.50279,2.79544,0.54841,0.56732,28.50279,2.79544,0.54841
1.00000,3.00000,0.91221,25.06203,2.43725,0.68955,0.73977,26.78241,2.61634,0.61898
1.00000,4.00000,0.86815,22.46688,2.16741,0.79278,0.78256,25.34390,2.46670,0.67691
1.00000,5.00000,0.83922,18.85902,1.77710,1.08804,0.79673,23.72268,2.29430,0.77969
1.00000,6.00000,0.60970,13.28787,1.26527,0.63520,0.75932,21.63572,2.08849,0.75080
1.00000,7.00000,0.77753,13.28949,1.25002,0.78931,0.76236,20.24468,1.94875,0.75721
1.00000,8.00000,0.54710,9.72289,0.89767,0.74624,0.73161,18.74157,1.79859,0.75565
1.00000,9.00000,0.70484,9.78859,0.90157,0.77285,0.72826,17.62245,1.68647,0.75780
1.00000,10.00000,0.79864,11.95677,1.12324,0.72433,0.73608,16.99293,1.62388,0.75408
1.00000,11.00000,0.61980,9.04586,0.79337,1.11220,0.72445,16.19822,1.54083,0.78989
1.00000,12.00000,0.87968,6.80775,0.58816,0.92615,0.73856,15.34454,1.45423,0.80228
1.00000,13.00000,0.74947,8.64865,0.78568,0.79187,0.73947,14.78655,1.39851,0.80141
1.00000,14.00000,0.63943,12.64543,1.18371,0.80834,0.73178,14.62185,1.38199,0.80194
1.00000,15.00000,0.79845,8.97020,0.81361,0.83405,0.73654,14.21816,1.34139,0.80424
1.00000,16.00000,0.61073,12.34641,1.13704,0.97599,0.72815,14.09338,1.32777,0.81569
1.00000,17.00000,0.97789,12.19965,1.11885,1.01115,0.74376,13.97502,1.31471,0.82790
1.00000,18.00000,1.05107,8.18344,0.73044,0.87907,0.76184,13.63434,1.28034,0.83091
1.00000,19.00000,1.02882,6.71233,0.58455,0.86682,0.77667,13.24978,1.24169,0.83291
1.00000,20.00000,1.16533,6.91250,0.58865,1.02600,0.79713,12.91624,1.20732,0.84307
1.00000,21.00000,0.81412,9.44508,0.86495,0.79557,0.79798,12.74268,1.19020,0.84069
1.00000,22.00000,0.75216,11.55972,1.06333,0.92647,0.79579,12.68635,1.18416,0.84478
1.00000,23.00000,0.86044,10.09712,0.91924,0.90469,0.79873,12.56866,1.17212,0.84750
1.00000,24.00000,0.74457,7.50829,0.67835,0.72482,0.79638,12.34864,1.15065,0.84217
1.00000,25.00000,0.96727,9.35918,0.85504,0.80878,0.80350,12.22408,1.13833,0.84078
1.00000,26.00000,0.68579,6.93214,0.61659,0.76623,0.79879,12.01240,1.11746,0.83780
1.00000,27.00000,1.09345,7.07925,0.61994,0.87981,0.81012,11.82267,1.09833,0.83941
1.00000,28.00000,0.84104,8.19360,0.72339,0.95967,0.81127,11.68826,1.08444,0.84387
1.00000,29.00000,1.03805,5.42407,0.43086,1.11548,0.81937,11.46454,1.06110,0.85357
1.00000,30.00000,0.82375,6.95751,0.61247,0.83280,0.81952,11.30912,1.04563,0.85285
1.00000,31.00000,0.93822,12.28939,1.17404,0.54899,0.82347,11.34180,1.04991,0.84272
1.00000,32.00000,0.72364,7.26548,0.64926,0.77288,0.82025,11.21030,1.03698,0.84047
1.00000,33.00000,0.66956,5.01086,0.45045,0.50633,0.81555,11.01657,1.01865,0.83003
1.00000,34.00000,1.01384,7.06429,0.64465,0.61778,0.82155,10.89680,1.00732,0.82359
1.00000,35.00000,0.75001,8.93056,0.78208,1.10973,0.81945,10.83897,1.00070,0.83201
1.00000,36.00000,0.80329,9.41146,0.83655,1.04598,0.81899,10.79819,0.99601,0.83812
1.00000,37.00000,0.70713,6.75765,0.58741,0.88356,0.81588,10.68595,0.98466,0.83939
1.00000,38.00000,1.05742,9.10031,0.81271,0.97318,0.82241,10.64310,0.98001,0.84300
1.00000,39.00000,0.98430,6.68986,0.57380,0.95191,0.82667,10.53906,0.96932,0.84587
